Contract_number	Client_class
130723-185307	4.0
130608-111807	2.0
130726-105628	2.0
130616-105151	1.0
130721-143604	1.0
130729-115040	1.0
130708-124911	2.0
130626-125856	1.0
130704-093836	1.0
130622-142008	1.0
130723-104814	1.0
130613-121135	1.0
130629-121152	1.0
130711-122206	1.0
130718-155255	1.0
130613-131410	2.0
130719-165603	2.0
130610-171501	2.0
130625-102920	1.0
130720-114340	2.0
130630-111855	2.0
130612-183535	1.0
130621-190345	1.0
130712-134947	1.0
130622-095555	1.0
130724-132354	1.0
130727-130739	2.0
130610-103620	1.0
130627-153549	1.0
130709-102339	2.0
130607-124139	2.0
130729-105959	1.0
130608-175050	1.0
130619-182205	1.0
130627-165837	1.0
130728-180632	1.0
130710-101721	2.0
130612-175823	1.0
130620-140614	2.0
130726-170058	4.0
130607-111410	1.0
130720-110246	1.0
130617-191231	2.0
130716-164701	2.0
130630-111039	1.0
130609-130819	2.0
130606-144301	1.0
130701-093431	2.0
130711-130547	1.0
130606-120211	2.0
130706-115344	2.0
130621-133907	1.0
130601-111911	2.0
130706-111816	2.0
130606-103812	1.0
130613-140235	1.0
130621-155052	1.0
130714-145207	1.0
130620-125016	2.0
130724-150617	2.0
130703-162327	1.0
130619-101052	1.0
130711-132932	1.0
130712-110946	3.0
130620-101143	3.0
130625-172541	3.0
130605-171116	1.0
130719-143257	4.0
130706-162142	1.0
130728-104544	1.0
130723-103142	3.0
130617-115713	1.0
130717-092129	1.0
130603-112942	1.0
130609-113530	2.0
130707-105126	2.0
130622-131304	4.0
130616-144738	1.0
130714-143014	1.0
130615-094457	2.0
130705-093026	2.0
130722-093157	2.0
130731-153056	3.0
130701-113850	3.0
130608-164923	3.0
130620-172620	2.0
130721-103652	2.0
130607-120957	1.0
130610-182402	1.0
130622-120709	1.0
130705-103214	1.0
130718-091659	1.0
130725-154603	2.0
130630-103905	2.0
130618-143522	3.0
130611-103705	1.0
130710-093810	1.0
130720-100322	2.0
130711-160628	3.0
130613-093136	1.0
130716-081157	1.0
130629-104440	1.0
130730-101913	1.0
130613-171156	1.0
130715-175723	1.0
130728-165442	1.0
130730-150751	1.0
130613-183941	1.0
130711-164949	1.0
130604-182140	1.0
130723-131253	2.0
130605-134533	1.0
130618-173239	1.0
130719-112347	2.0
130705-142516	1.0
130725-110043	1.0
130621-153415	1.0
130611-114217	3.0
130628-145133	2.0
130717-122214	3.0
130724-114355	4.0
130616-111158	2.0
130621-151151	2.0
130718-152225	1.0
130712-132144	2.0
130618-110302	1.0
130625-100655	1.0
130603-125637	1.0
130614-173348	2.0
130706-102248	3.0
130626-160113	1.0
130724-160934	1.0
130719-153610	3.0
130612-173022	2.0
130703-190418	2.0
130714-112647	2.0
130605-092314	3.0
130617-093151	3.0
130724-103015	2.0
130726-102504	3.0
130709-144229	2.0
130702-095811	3.0
130726-184335	2.0
130604-093142	2.0
130610-144639	2.0
130625-152615	2.0
130711-154437	2.0
130616-105309	1.0
130718-111234	1.0
130722-145246	4.0
130729-145702	4.0
130625-101028	2.0
130730-091957	2.0
130729-184601	2.0
130621-110356	1.0
130714-141657	1.0
130628-114547	1.0
130713-121538	1.0
130727-094616	1.0
130716-174109	1.0
130603-122228	2.0
130710-131351	3.0
130606-144244	1.0
130708-102803	1.0
130624-105857	1.0
130610-112206	2.0
130619-155637	2.0
130725-110046	2.0
130608-105540	1.0
130701-161645	1.0
130601-103406	1.0
130613-163206	1.0
130625-161548	1.0
130705-132537	1.0
130605-094521	4.0
130712-133922	2.0
130702-142124	2.0
130721-104742	4.0
130612-114145	2.0
130628-105113	2.0
130629-115034	1.0
130729-124644	1.0
130620-183223	1.0
130712-150909	2.0
130612-113117	1.0
130626-102304	1.0
130715-100216	1.0
130610-162439	1.0
130724-113927	1.0
130715-134132	3.0
130726-110454	3.0
130627-131517	2.0
130729-115721	2.0
130604-162105	1.0
130611-165914	1.0
130628-090637	1.0
130619-141232	1.0
130724-103411	1.0
130729-155439	4.0
130613-161838	2.0
130626-124415	1.0
130723-164051	1.0
130613-102559	1.0
130721-120508	1.0
130717-103925	2.0
130624-131535	1.0
130721-123809	1.0
130716-095718	2.0
130716-110215	1.0
130623-145009	1.0
130605-100658	2.0
130617-101613	2.0
130615-083948	1.0
130625-084343	1.0
130610-101820	2.0
130610-185605	1.0
130630-101608	2.0
130709-163928	1.0
130620-152424	2.0
130603-111822	1.0
130615-181512	1.0
130719-123909	1.0
130727-141206	1.0
130624-120220	1.0
130729-103415	4.0
130611-122726	1.0
130718-151058	1.0
130611-110707	2.0
130625-102548	2.0
130709-175017	4.0
130617-155106	2.0
130703-145901	1.0
130730-114153	1.0
130623-132709	2.0
130719-171320	2.0
130722-134708	3.0
130605-143606	1.0
130719-160818	1.0
130725-111221	2.0
130619-100327	1.0
130715-101832	1.0
130617-102710	2.0
130624-192840	1.0
130702-091106	1.0
130612-111932	1.0
130629-114108	1.0
130706-175054	1.0
130729-123603	1.0
130614-114729	3.0
130604-160052	2.0
130611-111718	2.0
130728-145624	2.0
130626-134417	3.0
130726-162320	1.0
130617-105206	4.0
130614-091243	2.0
130616-163241	1.0
130630-141859	2.0
130712-181649	1.0
130625-101539	1.0
130716-163415	1.0
130722-175230	1.0
130719-114030	1.0
130724-150927	1.0
130720-115555	2.0
130704-115827	1.0
130717-094100	3.0
130612-130831	1.0
130724-124334	2.0
130625-155638	1.0
130728-095915	1.0
130702-140531	1.0
130624-113009	1.0
130708-172648	1.0
130611-110910	1.0
130624-152553	1.0
130714-095105	1.0
130603-182256	1.0
130725-111248	2.0
130712-162729	2.0
130723-142217	3.0
130601-105413	2.0
130625-113234	1.0
130725-091743	1.0
130729-103200	2.0
130717-183900	4.0
130619-121057	2.0
130629-105611	1.0
130719-100043	2.0
130714-105726	3.0
130617-103611	2.0
130715-172014	3.0
130709-141520	2.0
130612-135945	2.0
130623-184439	3.0
130613-154043	1.0
130616-125052	1.0
130717-180527	1.0
130616-161847	1.0
130628-143754	2.0
130724-184353	1.0
130624-104704	2.0
130713-101136	1.0
130626-135352	1.0
130723-134121	1.0
130729-160559	3.0
130622-140842	1.0
130623-092313	2.0
130725-161801	1.0
130610-112401	1.0
130626-183001	1.0
130715-102813	1.0
130725-113210	1.0
130616-091842	1.0
130624-101458	1.0
130621-171319	1.0
130720-111815	2.0
130704-090329	2.0
130730-110432	3.0
130608-122100	2.0
130712-121227	2.0
130728-161149	3.0
130621-174334	2.0
130711-100817	1.0
130724-174342	1.0
130618-100700	4.0
130603-104924	3.0
130610-084724	1.0
130625-133418	1.0
130709-172643	1.0
130715-110632	4.0
130625-104452	1.0
130703-103907	2.0
130717-184712	2.0
130608-112901	1.0
130623-105121	1.0
130709-170546	1.0
130720-105413	1.0
130728-095045	1.0
130731-113657	1.0
130719-120653	4.0
130624-104000	1.0
130726-132922	1.0
130617-191216	1.0
130619-152314	2.0
130718-163408	2.0
130602-155957	3.0
130625-141311	1.0
130601-084617	2.0
130619-095100	1.0
130718-115953	1.0
130612-092504	2.0
130718-112237	2.0
130614-173438	1.0
130720-170427	2.0
130615-100739	4.0
130619-102318	2.0
130617-111005	3.0
130723-150010	2.0
130616-110933	1.0
130629-102253	3.0
130716-095859	3.0
130705-112007	3.0
130612-155206	1.0
130627-181831	1.0
130708-162535	1.0
130724-142302	4.0
130621-114039	2.0
130610-153127	2.0
130625-112318	2.0
130602-122546	1.0
130617-094710	1.0
130701-113123	1.0
130627-133204	3.0
130727-142808	1.0
130603-094256	1.0
130622-132139	2.0
130628-115426	1.0
130701-093959	2.0
130702-093945	1.0
130715-171507	1.0
130723-112848	3.0
130709-112002	4.0
130702-163958	1.0
130726-152120	1.0
130709-142204	2.0
130726-174542	2.0
130611-113115	4.0
130627-120235	2.0
130729-163823	2.0
130726-105803	3.0
130622-101506	1.0
130725-111400	2.0
130625-133105	1.0
130722-091453	2.0
130628-131320	1.0
130727-100920	1.0
130615-155911	2.0
130619-134929	1.0
130703-154341	1.0
130614-173844	3.0
130622-155348	3.0
130729-150820	2.0
130702-164916	2.0
130623-093037	1.0
130727-091908	1.0
130702-091227	1.0
130729-121957	1.0
130621-122452	1.0
130729-114006	1.0
130604-112225	4.0
130724-153946	3.0
130605-132918	1.0
130629-134329	1.0
130719-105702	1.0
130614-171312	1.0
130626-094856	1.0
130706-115141	1.0
130728-090852	1.0
130714-092732	2.0
130603-162223	1.0
130725-183403	1.0
130731-165220	2.0
130622-184925	2.0
130729-102126	2.0
130616-153927	2.0
130721-131445	2.0
130711-142644	4.0
130711-110203	2.0
130701-161704	1.0
130729-165146	1.0
130618-110948	1.0
130727-123652	2.0
130619-162227	2.0
130620-134400	1.0
130707-114549	1.0
130629-130647	3.0
130629-134131	2.0
130718-122115	3.0
130626-112922	1.0
130724-102433	1.0
130602-104750	1.0
130610-092153	1.0
130602-122527	2.0
130708-114355	2.0
130728-110312	2.0
130724-155822	2.0
130718-134357	1.0
130728-105259	1.0
130731-135704	4.0
130629-093627	1.0
130708-092030	2.0
130711-094111	1.0
130603-174007	1.0
130613-193511	1.0
130715-172640	1.0
130627-153509	4.0
130731-140803	4.0
130611-153808	2.0
130702-141246	2.0
130710-135603	2.0
130604-171943	2.0
130705-160811	2.0
130622-093026	3.0
130609-091618	2.0
130702-110324	1.0
130719-144615	2.0
130730-104011	2.0
130731-170804	1.0
130615-093807	1.0
130622-093403	2.0
130726-103724	2.0
130619-111112	1.0
130719-100701	1.0
130724-121051	3.0
130708-161753	1.0
130703-131132	2.0
130601-091726	1.0
130613-110608	1.0
130712-142259	1.0
130608-110904	1.0
130620-162650	2.0
130707-135952	1.0
130714-183325	1.0
130715-173724	2.0
130726-184206	1.0
130620-103335	1.0
130630-091859	1.0
130611-144854	2.0
130706-110516	2.0
130629-182544	1.0
130728-161457	2.0
130609-093558	4.0
130617-113929	2.0
130710-134748	2.0
130613-092713	1.0
130708-170941	1.0
130724-132710	1.0
130707-101446	3.0
130621-092933	1.0
130625-100538	1.0
130717-092646	1.0
130726-092138	1.0
130615-150605	2.0
130722-095307	3.0
130628-105850	2.0
130712-165948	2.0
130615-140910	1.0
130714-092506	1.0
130630-172641	4.0
130615-145033	2.0
130726-093800	1.0
130729-183154	2.0
130701-091733	1.0
130610-090941	1.0
130624-154128	2.0
130610-175226	2.0
130709-173937	2.0
130603-101220	1.0
130713-103642	2.0
130728-144034	1.0
130610-110436	1.0
130713-170716	2.0
130619-165405	1.0
130719-170845	1.0
130623-130758	1.0
130629-092056	1.0
130710-173301	2.0
130727-110154	1.0
130620-170756	2.0
130629-111939	1.0
130626-103829	2.0
130726-170701	2.0
130617-100706	2.0
130722-102549	2.0
130620-093743	3.0
130624-144420	2.0
130714-122318	2.0
130612-160622	1.0
130710-144842	1.0
130727-142551	1.0
130618-131041	1.0
130625-104651	2.0
130720-101945	1.0
130625-151639	1.0
130709-111810	1.0
130720-130359	1.0
130616-133613	1.0
130630-083500	1.0
130712-085410	1.0
130728-082136	1.0
130602-182801	3.0
130602-171732	2.0
130710-090230	3.0
130609-123435	2.0
130617-132458	1.0
130627-101852	3.0
130701-145923	2.0
130731-145429	2.0
130618-171936	2.0
130708-172317	1.0
130602-131357	2.0
130713-115357	2.0
130611-152942	2.0
130701-092928	2.0
130722-134210	2.0
130728-120242	2.0
130626-101345	1.0
130712-102337	3.0
130715-103128	2.0
130626-155720	1.0
130724-181459	1.0
130708-095759	2.0
130720-152409	2.0
130619-103308	1.0
130626-134733	2.0
130726-140643	2.0
130605-170617	2.0
130613-112215	2.0
130703-135140	2.0
130618-085226	4.0
130618-103010	1.0
130707-103648	1.0
130723-145539	1.0
130718-153027	3.0
130601-091358	2.0
130726-132225	2.0
130603-101550	2.0
130711-153708	1.0
130606-121902	1.0
130627-103301	1.0
130627-174250	1.0
130727-093801	1.0
130624-124051	1.0
130713-174744	1.0
130626-181403	2.0
130722-113521	2.0
130713-145900	4.0
130608-120102	1.0
130622-105535	1.0
130720-130112	1.0
130617-093810	1.0
130625-172801	2.0
130728-120304	2.0
130617-130742	1.0
130629-100118	1.0
130715-100047	2.0
130730-113156	1.0
130624-143041	2.0
130721-164451	2.0
130612-111333	2.0
130621-171438	2.0
130710-174657	2.0
130730-121527	2.0
130629-112749	1.0
130719-173319	1.0
130728-101809	1.0
130710-182953	1.0
130614-095906	1.0
130623-115859	2.0
130721-172345	2.0
130720-092004	3.0
130629-151346	2.0
130604-174508	2.0
130622-094252	3.0
130711-110358	2.0
130614-112016	1.0
130702-114421	1.0
130601-091126	1.0
130618-125504	1.0
130706-135617	1.0
130722-110518	2.0
130618-094412	1.0
130705-165606	2.0
130621-163646	2.0
130612-114210	1.0
130721-101843	1.0
130604-182311	2.0
130722-090836	1.0
130731-101412	2.0
130608-101510	1.0
130701-183300	2.0
130610-125815	1.0
130704-114218	1.0
130609-124028	2.0
130618-150738	4.0
130618-152607	3.0
130716-175332	3.0
130730-113611	1.0
130611-164508	1.0
130712-155800	3.0
130630-105441	1.0
130727-111346	2.0
130601-111159	1.0
130627-091110	2.0
130729-111026	2.0
130618-173525	4.0
130625-111931	4.0
130708-181809	4.0
130614-104534	1.0
130623-113652	1.0
130715-175614	1.0
130720-165930	1.0
130622-120340	2.0
130628-103713	1.0
130729-094239	1.0
130729-150056	1.0
130627-102944	4.0
130730-094651	3.0
130625-105709	1.0
130722-110131	2.0
130701-153510	1.0
130719-172713	2.0
130701-094340	2.0
130613-093653	2.0
130716-112554	1.0
130729-160535	2.0
130622-103158	4.0
130626-132853	3.0
130729-095209	1.0
130614-143738	2.0
130706-092249	2.0
130618-163445	1.0
130618-174823	1.0
130627-131302	1.0
130718-171502	1.0
130601-171138	1.0
130616-121922	1.0
130703-145708	2.0
130712-164804	1.0
130626-154554	1.0
130731-100406	1.0
130621-140057	2.0
130626-160809	1.0
130726-133244	2.0
130601-085200	1.0
130612-142425	1.0
130706-110653	1.0
130725-111202	2.0
130629-111128	1.0
130717-112136	1.0
130609-153003	1.0
130625-181155	1.0
130725-131458	1.0
130615-104014	2.0
130629-113333	3.0
130702-150859	1.0
130708-170329	1.0
130715-160652	1.0
130610-102903	1.0
130627-111530	1.0
130613-135947	2.0
130709-171427	2.0
130602-174431	1.0
130610-165425	1.0
130612-133747	1.0
130711-143149	1.0
130720-154847	1.0
130726-123616	1.0
130612-180108	1.0
130717-113509	1.0
130718-104002	1.0
130725-150952	1.0
130620-174819	1.0
130627-092139	3.0
130716-144130	2.0
130702-102339	1.0
130727-122544	1.0
130714-124114	1.0
130607-113940	2.0
130625-121818	1.0
130709-133719	1.0
130725-122414	1.0
130613-104734	1.0
130626-105921	2.0
130727-165910	1.0
130730-123107	3.0
130715-142644	1.0
130724-135112	2.0
130628-103011	1.0
130715-105845	1.0
130618-163916	3.0
130617-135222	3.0
130719-105230	3.0
130628-184553	1.0
130606-093501	3.0
130621-141012	3.0
130604-102456	4.0
130613-101110	2.0
130715-102641	1.0
130625-112245	1.0
130724-111859	1.0
130618-133910	3.0
130730-120223	1.0
130617-091214	1.0
130701-095712	1.0
130715-091935	1.0
130728-154744	1.0
130627-090615	1.0
130729-091415	1.0
130601-191131	2.0
130606-161347	2.0
130707-103218	2.0
130609-100132	1.0
130614-094024	2.0
130628-154703	2.0
130715-182803	2.0
130627-171030	2.0
130728-111859	2.0
130615-101637	1.0
130622-100810	2.0
130707-184951	2.0
130604-092301	2.0
130712-130603	1.0
130607-095008	1.0
130705-090344	2.0
130615-142808	2.0
130715-131640	2.0
130629-110159	2.0
130730-150748	2.0
130606-172828	1.0
130627-173242	1.0
130708-153644	2.0
130601-114234	2.0
130729-121804	2.0
130624-123951	3.0
130626-154618	2.0
130601-105621	1.0
130620-135904	2.0
130718-120014	2.0
130611-113457	2.0
130729-151120	2.0
130703-100006	1.0
130712-091200	1.0
130612-140225	1.0
130711-160750	1.0
130722-104826	1.0
130708-091645	3.0
130614-122608	2.0
130601-131826	2.0
130615-151852	2.0
130602-180127	1.0
130615-123217	1.0
130702-105253	1.0
130608-095817	1.0
130713-101249	1.0
130720-150737	1.0
130619-131445	2.0
130721-110657	2.0
130611-102135	1.0
130719-105216	1.0
130602-143445	4.0
130719-102941	1.0
130604-100401	1.0
130706-132802	1.0
130722-125729	1.0
130707-104022	1.0
130720-133318	1.0
130723-115041	2.0
130623-125532	2.0
130716-175520	2.0
130701-133306	1.0
130728-115710	2.0
130728-101231	1.0
130625-143748	2.0
130728-143348	1.0
130708-111410	3.0
130611-181348	1.0
130622-093114	1.0
130630-180256	1.0
130609-110949	2.0
130619-150955	2.0
130703-185624	1.0
130716-184118	2.0
130629-143746	2.0
130701-114928	1.0
130613-175850	1.0
130712-122748	1.0
130620-103612	1.0
130630-123033	1.0
130722-140045	2.0
130613-113140	1.0
130716-184212	1.0
130731-134713	1.0
130722-164450	1.0
130619-114018	1.0
130604-121131	1.0
130615-100244	1.0
130708-103728	1.0
130723-160718	4.0
130722-125657	1.0
130619-110939	1.0
130626-095045	1.0
130729-093458	1.0
130625-162409	3.0
130711-183708	3.0
130710-111849	2.0
130724-184102	3.0
130606-130949	2.0
130703-093429	1.0
130719-100751	2.0
130617-122445	1.0
130629-131453	1.0
130713-133241	1.0
130608-110254	1.0
130628-100330	1.0
130714-153327	1.0
130724-170021	1.0
130713-111632	1.0
130726-163021	1.0
130717-121716	2.0
130618-104213	3.0
130615-101141	1.0
130626-172833	2.0
130725-100307	2.0
130716-110011	2.0
130725-172822	2.0
130606-092318	2.0
130617-100206	2.0
130731-101739	2.0
130629-103143	1.0
130729-124909	1.0
130712-090144	2.0
130625-152328	1.0
130624-183757	2.0
130729-155427	1.0
130716-185224	4.0
130704-101615	2.0
130707-141108	2.0
130617-131713	2.0
130729-152524	2.0
130611-161317	2.0
130729-111223	1.0
130723-144251	1.0
130616-101653	2.0
130624-164349	2.0
130613-172112	1.0
130717-125233	2.0
130721-173813	2.0
130629-121848	1.0
130730-091720	1.0
130607-141936	1.0
130727-095858	1.0
130621-141429	1.0
130704-130844	1.0
130730-095001	1.0
130725-140942	2.0
130704-161001	1.0
130620-120357	1.0
130607-135127	3.0
130623-122956	1.0
130714-122058	1.0
130601-144734	1.0
130704-161044	1.0
130727-114139	1.0
130719-184737	2.0
130613-130912	2.0
130624-113856	3.0
130611-170136	1.0
130724-185259	2.0
130602-093438	1.0
130703-165749	1.0
130710-170213	1.0
130724-171630	1.0
130709-133800	2.0
130731-100434	1.0
130607-170922	1.0
130706-163633	1.0
130711-170402	2.0
130721-181209	2.0
130730-100324	3.0
130726-164710	1.0
130619-164909	1.0
130711-170113	1.0
130731-112339	1.0
130611-103754	1.0
130716-095905	1.0
130602-155506	2.0
130728-105602	1.0
130605-101535	1.0
130617-102654	1.0
130706-170332	1.0
130721-102454	1.0
130618-180340	1.0
130610-093020	2.0
130713-134621	2.0
130603-100523	2.0
130603-095532	4.0
130623-141618	4.0
130723-102934	2.0
130627-115619	2.0
130617-115143	1.0
130630-113502	1.0
130709-174600	1.0
130626-142412	3.0
130604-100035	1.0
130613-100918	1.0
130708-092210	1.0
130603-131509	2.0
130629-105609	2.0
130603-102827	2.0
130701-113651	1.0
130717-140746	1.0
130601-093053	1.0
130630-092102	1.0
130610-164359	1.0
130616-143308	1.0
130716-160713	1.0
130726-133829	1.0
130620-132055	4.0
130621-152749	4.0
130602-121746	1.0
130617-140849	1.0
130615-124419	2.0
130726-092806	2.0
130621-175939	2.0
130715-092151	2.0
130605-190601	2.0
130703-133309	3.0
130724-095926	3.0
130627-131615	2.0
130729-142507	2.0
130623-101948	1.0
130716-101219	1.0
130625-123737	2.0
130710-174812	2.0
130624-121837	1.0
130708-154426	1.0
130717-092708	1.0
130604-104513	1.0
130704-103005	1.0
130620-101213	1.0
130724-105136	1.0
130603-125504	1.0
130701-105455	1.0
130728-131228	1.0
130604-174614	2.0
130614-124237	1.0
130710-163309	2.0
130703-102258	1.0
130727-152951	2.0
130622-121250	2.0
130711-180543	2.0
130627-101920	1.0
130727-154425	2.0
130626-173215	2.0
130607-173359	1.0
130716-164627	1.0
130727-130732	2.0
130603-103846	3.0
130616-095559	2.0
130714-100625	3.0
130707-092216	1.0
130711-122309	1.0
130610-112033	1.0
130708-142712	1.0
130624-144952	2.0
130630-134343	2.0
130709-110402	1.0
130731-152623	1.0
130701-140611	3.0
130717-172939	2.0
130628-142601	1.0
130601-162200	1.0
130613-102648	2.0
130615-133010	2.0
130718-185852	2.0
130628-101318	1.0
130731-101612	1.0
130622-161955	3.0
130717-163503	2.0
130606-161459	1.0
130726-100031	2.0
130711-174925	1.0
130721-114357	1.0
130717-153541	1.0
130602-100338	1.0
130731-132203	1.0
130709-152650	1.0
130728-150535	1.0
130618-171752	2.0
130701-100253	2.0
130617-135134	1.0
130606-112744	1.0
130624-175734	1.0
130701-123111	2.0
130711-181137	1.0
130731-134041	1.0
130627-180536	1.0
130623-085709	2.0
130716-085827	2.0
130605-143737	1.0
130727-152910	1.0
130627-171315	2.0
130623-105938	1.0
130623-101848	1.0
130711-123709	1.0
130720-115131	1.0
130711-141827	2.0
130719-182717	3.0
130622-150807	2.0
130717-142224	1.0
130724-133340	2.0
130623-110630	1.0
130702-144007	1.0
130717-161648	1.0
130607-164049	1.0
130619-124606	3.0
130705-170718	3.0
130713-092755	1.0
130609-112557	1.0
130703-103820	1.0
130728-095148	1.0
130726-144213	1.0
130618-165200	4.0
130625-101533	4.0
130610-094040	1.0
130729-171205	1.0
130603-154553	2.0
130704-110346	2.0
130601-183700	1.0
130630-172141	1.0
130708-092952	4.0
130717-141120	4.0
130601-114107	2.0
130609-092309	2.0
130603-100518	1.0
130615-122029	1.0
130627-120109	1.0
130720-124532	1.0
130610-142111	3.0
130708-142957	4.0
130617-140930	2.0
130602-104128	2.0
130609-102850	2.0
130626-172937	1.0
130726-091248	2.0
130603-104004	2.0
130602-101651	2.0
130711-161756	1.0
130613-105756	1.0
130611-140516	1.0
